= = = = = = = = = = = = = = = = = = = = = = = = = = = =
= = = = = Regression Benchmarks for Datasets (Part 3) = = = = =
= = = = = = = = = = = = = = = = = = = = = = = = = = = =



= = = = = Group 1 High Row-to-Size Cohort = = = = =
= = = = =  (Computational Efficiency) = = = = =


= = = = = Credit Card Spending Habits In India = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lr","Linear Regression","0.1527","0.1248","0.3009","0.8044","0.0368","0.0214","0.026"
"omp","Orthogonal Matching Pursuit","0.4507","0.3103","0.5502","0.4398","0.0673","0.0638","0.026"
"en","Elastic Net","0.482","0.3346","0.5757","0.4053","0.0709","0.0684","0.024"
"llar","Lasso Least Angle Regression","0.5447","0.4026","0.6333","0.2954","0.0784","0.0777","0.025"
"lasso","Lasso Regression","0.5447","0.4026","0.6333","0.2953","0.0785","0.0777","0.023"
"dummy","Dummy Regressor","0.6733","0.6209","0.7858","-0.0603","0.097","0.0959","0.021"
"par","Passive Aggressive Regressor","1.384","3.643","1.822","-5.672","0.2424","0.2003","0.022"
"lar","Least Angle Regression","3.104e+15","6.249e+32","9.804e+15","-8.439e+32","8.175","4.975e+14","0.027"



= = = = = Travel Insurance Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"gbr","Gradient Boosting Regressor","2.081e+05","6.843e+10","2.61e+05","0.5064","0.3392","0.2954","0.04"
"lightgbm","Light Gradient Boosting Machine","2.059e+05","7.137e+10","2.664e+05","0.4837","0.3431","0.2894","0.101"
"rf","Random Forest Regressor","1.961e+05","7.222e+10","2.679e+05","0.4765","0.3463","0.2789","0.084"
"ada","AdaBoost Regressor","2.514e+05","8.54e+10","2.918e+05","0.3835","0.3821","0.3646","0.027"
"lr","Linear Regression","2.395e+05","8.552e+10","2.918e+05","0.3827","0.3718","0.3386","0.017"
"lasso","Lasso Regression","2.395e+05","8.552e+10","2.918e+05","0.3827","0.3718","0.3386","0.018"
"ridge","Ridge Regression","2.396e+05","8.552e+10","2.918e+05","0.3827","0.372","0.3389","0.016"
"lar","Least Angle Regression","2.395e+05","8.552e+10","2.918e+05","0.3827","0.3718","0.3386","0.016"
"llar","Lasso Least Angle Regression","2.395e+05","8.552e+10","2.918e+05","0.3827","0.3718","0.3386","0.016"
"xgboost","Extreme Gradient Boosting","2.226e+05","8.52e+10","2.912e+05","0.3826","0.3733","0.3087","0.028"
"et","Extra Trees Regressor","2.066e+05","8.661e+10","2.936e+05","0.3703","0.3731","0.2891","0.064"
"huber","Huber Regressor","2.377e+05","8.754e+10","2.951e+05","0.3675","0.3672","0.3249","0.022"
"en","Elastic Net","2.874e+05","1.068e+11","3.264e+05","0.2307","0.4195","0.4161","0.017"
"dt","Decision Tree Regressor","2.359e+05","1.244e+11","3.523e+05","0.0977","0.4506","0.3263","0.018"
"omp","Orthogonal Matching Pursuit","3.236e+05","1.392e+11","3.727e+05","-0.0025","0.4657","0.4695","0.017"
"dummy","Dummy Regressor","3.24e+05","1.393e+11","3.728e+05","-0.0032","0.4659","0.4703","0.015"
"br","Bayesian Ridge","3.239e+05","1.393e+11","3.729e+05","-0.0035","0.4659","0.4701","0.017"
"knn","K Neighbors Regressor","3.433e+05","1.673e+11","4.087e+05","-0.2077","0.4995","0.4881","0.021"
"par","Passive Aggressive Regressor","5.741e+05","5.241e+11","6.873e+05","-2.729","0.7887","0.8461","0.018"



= = = = = World Happiness Report = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"huber","Huber Regressor","0.0037","0","0.0046","1","0.0008","0.0007","0.019"
"ridge","Ridge Regression","0.0131","0.0003","0.0162","0.9997","0.0028","0.0025","0.015"
"omp","Orthogonal Matching Pursuit","0.0211","0.0008","0.027","0.9991","0.0047","0.0042","0.015"
"br","Bayesian Ridge","0.0261","0.0011","0.0322","0.9989","0.0056","0.0052","0.018"
"ada","AdaBoost Regressor","0.2365","0.1296","0.3316","0.8846","0.0597","0.0509","0.037"
"knn","K Neighbors Regressor","0.29","0.1467","0.3684","0.8499","0.0654","0.061","0.017"
"et","Extra Trees Regressor","0.3318","0.1901","0.4235","0.8146","0.0712","0.0671","0.047"
"dt","Decision Tree Regressor","0.264","0.199","0.3843","0.7917","0.0613","0.0506","0.016"
"rf","Random Forest Regressor","0.3613","0.2283","0.4625","0.7787","0.0771","0.0729","0.053"
"gbr","Gradient Boosting Regressor","0.3927","0.2734","0.5004","0.7349","0.0859","0.0821","0.036"
"par","Passive Aggressive Regressor","0.3487","0.2404","0.4209","0.7296","0.0715","0.0729","0.015"
"lightgbm","Light Gradient Boosting Machine","0.3932","0.3005","0.5269","0.7006","0.0898","0.0824","0.063"
"en","Elastic Net","0.5476","0.4523","0.6588","0.5299","0.1081","0.1088","0.015"
"lasso","Lasso Regression","0.5984","0.5389","0.7219","0.4399","0.1175","0.1188","0.017"
"llar","Lasso Least Angle Regression","0.5984","0.5389","0.7219","0.4399","0.1175","0.1188","0.015"
"xgboost","Extreme Gradient Boosting","0.7971","1.011","0.9897","-0.0178","0.1576","0.1569","0.03"
"lr","Linear Regression","0.8363","1.102","1.032","-0.1083","0.1648","0.1661","0.014"
"dummy","Dummy Regressor","0.8363","1.102","1.032","-0.1083","0.1648","0.1661","0.016"
"lar","Least Angle Regression","2.826","62.3","3.501","-60.96","0.2257","0.6178","0.016"



= = = = = Weather Dataset (City Attributes) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","4.655","33.54","5.167","-26.49","0.1305","0.1269","0.039"
"lasso","Lasso Regression","4.606","29.98","5.062","-29.03","0.127","0.1216","0.014"
"llar","Lasso Least Angle Regression","4.606","29.98","5.062","-29.03","0.127","0.1216","0.015"
"br","Bayesian Ridge","4.721","30.83","5.156","-29.44","0.1299","0.1246","0.015"
"dummy","Dummy Regressor","5.037","34.47","5.594","-31.13","0.1423","0.133","0.014"
"lightgbm","Light Gradient Boosting Machine","5.037","34.47","5.594","-31.13","0.1423","0.133","0.044"
"en","Elastic Net","4.586","29.5","5.021","-32.57","0.126","0.121","0.015"
"ridge","Ridge Regression","4.03","23.5","4.388","-47.1","0.1115","0.1076","0.016"
"knn","K Neighbors Regressor","5.286","37.15","5.817","-50.23","0.1481","0.1403","0.016"
"lr","Linear Regression","3.999","23.07","4.343","-50.76","0.1106","0.1067","0.631"
"gbr","Gradient Boosting Regressor","4.942","36.11","5.766","-50.8","0.1446","0.1309","0.022"
"omp","Orthogonal Matching Pursuit","4.097","23.32","4.448","-65.26","0.1133","0.1091","0.014"
"ada","AdaBoost Regressor","5.057","33.08","5.417","-65.36","0.136","0.1327","0.025"
"xgboost","Extreme Gradient Boosting","5.043","37.67","5.788","-68.07","0.1445","0.1328","0.032"
"rf","Random Forest Regressor","5.264","36.41","5.765","-71.8","0.1451","0.1386","0.042"
"huber","Huber Regressor","4.95","30.49","5.225","-86.65","0.137","0.132","0.018"
"dt","Decision Tree Regressor","6.17","57.01","7.112","-102.4","0.1789","0.158","0.014"
"par","Passive Aggressive Regressor","19.81","1177","23.24","-350.2","0.3364","0.5087","0.014"
"lar","Least Angle Regression","1.608e+14","2.629e+29","2.012e+14","-3.971e+29","6.11","4.086e+12","0.015"
