= = = = = = = = = = = = = = = = = = = = = = = = = = = =
= = = = = Regression Benchmarks for Datasets = = = = =
= = = = = = = = = = = = = = = = = = = = = = = = = = = =



= = = = = Group 1 High Row-to-Size Cohort = = = = =
= = = = =  (Computational Efficiency) = = = = =


= = = = = Concrete Compressive Strength = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"br","Bayesian Ridge","0.3411","35.32","3.274","-341.4","0.1201","0.0834","0.069"



= = = = = Medical Appointment No Shows = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ada","AdaBoost Regressor","17.19","427","20.66","0.1962","1.065","1.787","0.797"
"et","Extra Trees Regressor","18.52","491.7","22.17","0.0745","1.099","1.903","1.826"
"xgboost","Extreme Gradient Boosting","19.04","516.4","22.72","0.0281","1.114","1.967","0.321"
"gbr","Gradient Boosting Regressor","19.12","519.6","22.79","0.022","1.124","2.027","1.142"
"dummy","Dummy Regressor","19.56","531.6","23.05","-0.0004","1.124","2.056","0.176"
"ridge","Ridge Regression","19.39","533.2","23.09","-0.0034","1.126","2.03","0.171"
"lar","Least Angle Regression","19.39","533.2","23.09","-0.0034","1.126","2.03","0.174"
"lr","Linear Regression","19.39","533.2","23.09","-0.0034","1.126","2.03","0.184"
"rf","Random Forest Regressor","19.41","535.1","23.13","-0.0071","1.131","2.048","1.955"
"en","Elastic Net","19.45","535.7","23.14","-0.0081","1.124","2.036","0.181"
"dt","Decision Tree Regressor","19.49","539.9","23.23","-0.0161","1.132","2.048","0.203"
"lasso","Lasso Regression","19.52","540.1","23.24","-0.0165","1.129","2.042","0.226"
"llar","Lasso Least Angle Regression","19.52","540.1","23.24","-0.0165","1.129","2.042","0.175"
"omp","Orthogonal Matching Pursuit","19.52","540.6","23.25","-0.0175","1.13","2.042","0.177"
"knn","K Neighbors Regressor","18.56","552.6","23.51","-0.04","1.1","1.882","0.279"
"br","Bayesian Ridge","20.68","649.5","24.89","-0.2219","1.153","2.089","0.202"
"huber","Huber Regressor","32.68","1558","39.48","-1.933","2.563","1.179","0.237"
"par","Passive Aggressive Regressor","1.059e+04","2.111e+09","2.094e+04","-3.966e+06","2.681","744.5","0.198"



= = = = = New York City Airbnb Open Data = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"xgboost","Extreme Gradient Boosting","84.18","4.868e+04","212.6","0.0139","0.7155","0.8008","0.24"
"dt","Decision Tree Regressor","85.07","4.872e+04","212.7","0.0138","0.7225","0.8202","0.172"
"et","Extra Trees Regressor","84.79","4.87e+04","212.7","0.0133","0.7204","0.8156","0.878"
"gbr","Gradient Boosting Regressor","85.23","4.871e+04","212.7","0.0133","0.7239","0.8259","1.294"
"rf","Random Forest Regressor","84.94","4.872e+04","212.7","0.0133","0.7216","0.8184","2.694"
"lr","Linear Regression","84.96","4.873e+04","212.7","0.0127","0.7225","0.8179","0.138"
"ridge","Ridge Regression","84.96","4.873e+04","212.7","0.0127","0.7225","0.8179","0.139"
"br","Bayesian Ridge","84.96","4.873e+04","212.7","0.0127","0.7226","0.8179","0.14"
"en","Elastic Net","84.99","4.874e+04","212.8","0.0126","0.7227","0.8183","0.137"
"lar","Least Angle Regression","84.97","4.874e+04","212.8","0.0126","0.7227","0.818","0.133"
"lasso","Lasso Regression","85","4.875e+04","212.8","0.0124","0.7229","0.8185","0.137"
"llar","Lasso Least Angle Regression","85","4.875e+04","212.8","0.0124","0.7229","0.8185","0.134"
"ada","AdaBoost Regressor","82.72","4.891e+04","213.1","0.0092","0.703","0.7557","0.36"
"lightgbm","Light Gradient Boosting Machine","85.03","4.904e+04","213.7","0.0019","0.723","0.8173","0.318"
"omp","Orthogonal Matching Pursuit","85.54","4.918e+04","213.9","0.0005","0.7227","0.8221","0.138"
"dummy","Dummy Regressor","85.65","4.922e+04","214","-0.0005","0.7256","0.8279","0.141"
"huber","Huber Regressor","99.29","5.668e+04","231.5","-0.1914","1.446","0.6883","0.162"
"knn","K Neighbors Regressor","94.69","5.645e+04","231.3","-0.198","0.7658","0.8649","0.179"
"par","Passive Aggressive Regressor","466.8","1.269e+06","763.7","-47.65","1.525","5.082","0.156"



= = = = = US Accidents (2016-2021) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","0.7474","3.14","1.76","0.3647","0.2453","0.2244","0.199"
"en","Elastic Net","1.179","4.08","2.008","0.173","0.2847","0.3323","0.299"
"lasso","Lasso Regression","1.188","4.132","2.021","0.1628","0.2864","0.336","0.217"
"llar","Lasso Least Angle Regression","1.188","4.132","2.021","0.1628","0.2864","0.336","0.189"
"huber","Huber Regressor","0.9913","4.393","2.086","0.1065","0.3032","0.3527","0.715"
"et","Extra Trees Regressor","1.244","4.673","2.152","0.0484","0.3075","0.3783","0.623"
"ridge","Ridge Regression","1.247","4.842","2.191","0.0136","0.3116","0.3881","0.189"
"lr","Linear Regression","1.258","4.912","2.207","-0.0007","0.3131","0.3917","0.227"
"br","Bayesian Ridge","1.258","4.912","2.207","-0.0007","0.3131","0.3917","0.333"
"omp","Orthogonal Matching Pursuit","1.258","4.912","2.207","-0.0007","0.3131","0.3917","0.188"
"dummy","Dummy Regressor","1.258","4.912","2.207","-0.0007","0.3131","0.3917","0.192"
"lightgbm","Light Gradient Boosting Machine","1.451","4.921","2.209","-0.0031","0.3107","0.3999","0.383"
"rf","Random Forest Regressor","1.453","4.975","2.221","-0.0137","0.311","0.3999","0.774"
"dt","Decision Tree Regressor","1.453","5.003","2.228","-0.0197","0.3112","0.3999","0.19"
"gbr","Gradient Boosting Regressor","1.453","5.003","2.227","-0.0197","0.3112","0.3999","0.893"
"xgboost","Extreme Gradient Boosting","1.453","5.003","2.228","-0.0197","0.3112","0.3999","0.296"
"ada","AdaBoost Regressor","1.091","5.079","2.243","-0.0328","0.3182","0.385","0.692"
"par","Passive Aggressive Regressor","3.097","23.27","3.921","-3.078","0.5378","0.4984","0.198"
"lar","Least Angle Regression","3.161e+95","2.868e+192","5.355e+95","-4.051e+191","24.68","6.217e+94","0.192"



= = = = = Group 4 The Baseline Cohort = = = = =
= = = = =  (Control Group) = = = = =


= = = = = Boston Housing = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","2.14","10.72","3.104","0.8738","0.1338","0.1031","0.055"
"gbr","Gradient Boosting Regressor","2.209","10.27","3.125","0.8715","0.1437","0.1118","0.048"
"lightgbm","Light Gradient Boosting Machine","2.316","11.66","3.296","0.8579","0.1495","0.1162","0.069"
"rf","Random Forest Regressor","2.324","11.46","3.278","0.8557","0.1491","0.1174","0.083"
"xgboost","Extreme Gradient Boosting","2.421","13.14","3.504","0.8408","0.1508","0.1173","0.052"
"ada","AdaBoost Regressor","2.909","16.57","3.961","0.792","0.1858","0.1555","0.031"
"dt","Decision Tree Regressor","3.037","20.37","4.343","0.7292","0.1968","0.153","0.014"
"ridge","Ridge Regression","3.288","23.16","4.678","0.7259","0.2457","0.1664","0.014"
"lr","Linear Regression","3.306","23.1","4.678","0.7252","0.2523","0.1667","0.012"
"br","Bayesian Ridge","3.323","23.44","4.705","0.7235","0.2435","0.1671","0.015"
"lasso","Lasso Regression","3.629","27.23","5.065","0.6807","0.2484","0.1736","0.012"
"llar","Lasso Least Angle Regression","3.629","27.23","5.065","0.6807","0.2484","0.1736","0.014"
"lar","Least Angle Regression","3.482","25.82","4.957","0.6798","0.2705","0.177","0.009"
"en","Elastic Net","3.721","28.28","5.173","0.6668","0.2478","0.1752","0.016"
"huber","Huber Regressor","3.726","33.17","5.583","0.609","0.2736","0.2003","0.018"
"knn","K Neighbors Regressor","4.867","48.37","6.782","0.4208","0.2598","0.2243","0.016"
"omp","Orthogonal Matching Pursuit","5.885","64.74","7.872","0.2349","0.3194","0.2862","0.015"
"dummy","Dummy Regressor","6.717","86.44","9.194","-0.0478","0.3946","0.3689","0.007"
"par","Passive Aggressive Regressor","7.964","102.4","9.968","-0.3996","0.4523","0.4205","0.015"



= = = = = Car Purchase Amount Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","2.731","14","3.723","0.6254","0.0019","0.0014","0.059"
"en","Elastic Net","3.072","16.5","4.052","0.5565","0.002","0.0015","0.055"
"lasso","Lasso Regression","3.196","17.95","4.227","0.5176","0.0021","0.0016","0.075"
"llar","Lasso Least Angle Regression","3.196","17.95","4.227","0.5176","0.0021","0.0016","0.058"
"ada","AdaBoost Regressor","3.328","20.22","4.479","0.4577","0.0022","0.0017","0.106"
"br","Bayesian Ridge","3.392","20.35","4.5","0.453","0.0022","0.0017","0.063"
"ridge","Ridge Regression","3.393","20.36","4.502","0.4526","0.0022","0.0017","0.072"
"lar","Least Angle Regression","3.393","20.37","4.503","0.4524","0.0022","0.0017","0.06"
"lr","Linear Regression","3.393","20.38","4.503","0.4523","0.0022","0.0017","0.059"
"gbr","Gradient Boosting Regressor","3.256","20.57","4.518","0.4485","0.0022","0.0016","0.146"
"et","Extra Trees Regressor","3.32","21.05","4.573","0.4347","0.0023","0.0016","0.182"
"lightgbm","Light Gradient Boosting Machine","3.296","21.32","4.604","0.4271","0.0023","0.0016","0.171"
"xgboost","Extreme Gradient Boosting","3.315","21.45","4.618","0.4235","0.0023","0.0016","0.103"
"rf","Random Forest Regressor","3.414","22.47","4.726","0.3964","0.0023","0.0017","0.258"
"huber","Huber Regressor","3.553","22.46","4.727","0.3953","0.0023","0.0018","0.078"
"omp","Orthogonal Matching Pursuit","3.651","23.6","4.851","0.3632","0.0024","0.0018","0.057"
"dt","Decision Tree Regressor","3.578","25.03","4.987","0.3276","0.0025","0.0018","0.06"
"dummy","Dummy Regressor","4.833","37.21","6.093","-0.0031","0.003","0.0024","0.048"
"par","Passive Aggressive Regressor","4.656","39.28","6.218","-0.0748","0.0031","0.0023","0.072"



= = = = = Ecommerce Customers = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"huber","Huber Regressor","21.63","773.1","27.54","0.8672","0.0621","0.045","0.033"
"lightgbm","Light Gradient Boosting Machine","56.59","5361","72.87","0.0952","0.1513","0.12","0.074"
"et","Extra Trees Regressor","59.78","6092","77.63","-0.0254","0.1605","0.1266","0.062"
"knn","K Neighbors Regressor","59.73","6071","77.57","-0.0259","0.1603","0.1263","0.03"
"xgboost","Extreme Gradient Boosting","59.92","6118","77.81","-0.0302","0.1608","0.1268","0.056"
"gbr","Gradient Boosting Regressor","59.85","6119","77.81","-0.0304","0.1609","0.1268","0.061"
"ridge","Ridge Regression","59.92","6130","77.88","-0.0322","0.161","0.127","0.025"
"ada","AdaBoost Regressor","59.99","6119","77.86","-0.033","0.1607","0.1265","0.043"
"rf","Random Forest Regressor","59.93","6138","77.93","-0.0333","0.1612","0.127","0.084"
"en","Elastic Net","59.95","6139","77.94","-0.0337","0.1612","0.127","0.022"
"lar","Least Angle Regression","59.96","6140","77.94","-0.0338","0.1612","0.1271","0.021"
"llar","Lasso Least Angle Regression","59.96","6140","77.94","-0.0338","0.1612","0.1271","0.026"
"omp","Orthogonal Matching Pursuit","59.96","6140","77.94","-0.0338","0.1612","0.1271","0.02"
"br","Bayesian Ridge","59.96","6140","77.94","-0.0338","0.1612","0.1271","0.025"
"lr","Linear Regression","59.96","6140","77.94","-0.0338","0.1612","0.1271","0.023"
"lasso","Lasso Regression","59.96","6140","77.94","-0.0338","0.1612","0.1271","0.026"
"dummy","Dummy Regressor","59.96","6140","77.94","-0.0338","0.1612","0.1271","0.019"
"dt","Decision Tree Regressor","60.01","6151","78.01","-0.0354","0.1613","0.1271","0.025"
"par","Passive Aggressive Regressor","91.03","1.284e+04","108.8","-1.486","0.2175","0.2008","0.03"



= = = = = USA Housing = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"huber","Huber Regressor","1.853e+05","5.308e+10","2.303e+05","0.5643","0.2234","0.1815","0.029"
"knn","K Neighbors Regressor","2.774e+05","1.203e+11","3.466e+05","0.0145","0.3233","0.2811","0.034"
"par","Passive Aggressive Regressor","2.839e+05","1.205e+11","3.378e+05","0.0097","0.3137","0.2839","0.026"
"et","Extra Trees Regressor","2.789e+05","1.217e+11","3.488e+05","0.0024","0.3253","0.2833","0.189"
"lightgbm","Light Gradient Boosting Machine","2.793e+05","1.222e+11","3.494e+05","-0.0013","0.3258","0.2837","0.133"
"xgboost","Extreme Gradient Boosting","2.793e+05","1.222e+11","3.495e+05","-0.0017","0.3258","0.2836","0.07"
"gbr","Gradient Boosting Regressor","2.793e+05","1.222e+11","3.495e+05","-0.0018","0.326","0.2839","0.223"
"br","Bayesian Ridge","2.794e+05","1.224e+11","3.497e+05","-0.0028","0.3261","0.2839","0.022"
"lar","Least Angle Regression","2.794e+05","1.224e+11","3.497e+05","-0.0028","0.3261","0.2839","0.02"
"en","Elastic Net","2.794e+05","1.224e+11","3.497e+05","-0.0028","0.3261","0.2839","0.024"
"rf","Random Forest Regressor","2.794e+05","1.224e+11","3.497e+05","-0.0028","0.3261","0.2839","0.344"
"ridge","Ridge Regression","2.794e+05","1.224e+11","3.497e+05","-0.0028","0.3261","0.2839","0.022"
"omp","Orthogonal Matching Pursuit","2.794e+05","1.224e+11","3.497e+05","-0.0028","0.3261","0.2839","0.025"
"llar","Lasso Least Angle Regression","2.794e+05","1.224e+11","3.497e+05","-0.0028","0.3261","0.2839","0.026"
"lasso","Lasso Regression","2.794e+05","1.224e+11","3.497e+05","-0.0028","0.3261","0.2839","0.023"
"lr","Linear Regression","2.794e+05","1.224e+11","3.497e+05","-0.0028","0.3261","0.2839","0.018"
"dummy","Dummy Regressor","2.794e+05","1.224e+11","3.497e+05","-0.0028","0.3261","0.2839","0.019"
"dt","Decision Tree Regressor","2.795e+05","1.224e+11","3.497e+05","-0.0031","0.3261","0.284","0.03"
"ada","AdaBoost Regressor","2.804e+05","1.23e+11","3.505e+05","-0.0077","0.3258","0.2831","0.064"



= = = = = Advertising Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","0.487","0.4736","0.6572","0.9818","0.0699","0.0568","0.044"
"gbr","Gradient Boosting Regressor","0.6622","0.7939","0.8594","0.9679","0.0853","0.072","0.019"
"rf","Random Forest Regressor","0.7133","0.8401","0.89","0.9677","0.0848","0.0737","0.042"
"xgboost","Extreme Gradient Boosting","0.7458","0.8599","0.9148","0.9645","0.0886","0.0725","0.017"
"ada","AdaBoost Regressor","0.888","1.238","1.077","0.9505","0.0997","0.0914","0.022"
"dt","Decision Tree Regressor","0.9236","1.47","1.194","0.9339","0.1109","0.0898","0.006"
"lightgbm","Light Gradient Boosting Machine","1.01","1.989","1.368","0.917","0.1453","0.1206","0.058"
"llar","Lasso Least Angle Regression","1.387","3.338","1.759","0.8656","0.1724","0.1614","0.006"
"lasso","Lasso Regression","1.387","3.338","1.759","0.8656","0.1724","0.1614","0.006"
"en","Elastic Net","1.388","3.352","1.761","0.8652","0.1736","0.1622","0.007"
"lar","Least Angle Regression","1.389","3.371","1.764","0.8646","0.1755","0.1634","0.006"
"lr","Linear Regression","1.389","3.371","1.764","0.8646","0.1755","0.1634","0.006"
"ridge","Ridge Regression","1.389","3.371","1.764","0.8646","0.1755","0.1634","0.012"
"br","Bayesian Ridge","1.394","3.379","1.768","0.864","0.1743","0.1631","0.007"
"huber","Huber Regressor","1.349","3.511","1.796","0.8599","0.1783","0.1662","0.01"
"knn","K Neighbors Regressor","2.004","6.731","2.558","0.7133","0.1926","0.1842","0.01"
"omp","Orthogonal Matching Pursuit","2.687","11.3","3.329","0.499","0.2264","0.2269","0.008"
"par","Passive Aggressive Regressor","3.246","16.19","3.853","0.3089","0.2808","0.3004","0.006"
"dummy","Dummy Regressor","4.356","27.73","5.159","-0.0588","0.3803","0.4259","0.008"



= = = = = Car Price Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"dummy","Dummy Regressor","2.407e+04","7.602e+08","2.756e+04","-0.0075","0.7427","0.9619","0.03"
"ada","AdaBoost Regressor","2.405e+04","7.616e+08","2.759e+04","-0.0093","0.7403","0.9525","0.043"
"br","Bayesian Ridge","2.419e+04","7.726e+08","2.778e+04","-0.0239","0.7455","0.9655","0.031"
"omp","Orthogonal Matching Pursuit","2.42e+04","7.748e+08","2.782e+04","-0.0268","0.7459","0.9658","0.037"
"en","Elastic Net","2.42e+04","7.756e+08","2.784e+04","-0.028","0.746","0.9654","0.03"
"lasso","Lasso Regression","2.423e+04","7.784e+08","2.789e+04","-0.0318","0.7465","0.9654","0.031"
"ridge","Ridge Regression","2.423e+04","7.785e+08","2.789e+04","-0.0318","0.7465","0.9654","0.037"
"llar","Lasso Least Angle Regression","2.423e+04","7.784e+08","2.789e+04","-0.0318","0.7465","0.9654","0.041"
"lr","Linear Regression","2.423e+04","7.785e+08","2.789e+04","-0.0319","0.7465","0.9654","0.035"
"lar","Least Angle Regression","2.423e+04","7.787e+08","2.789e+04","-0.0321","0.7466","0.9655","0.034"
"gbr","Gradient Boosting Regressor","2.413e+04","7.873e+08","2.804e+04","-0.0426","0.7466","0.9574","0.094"
"rf","Random Forest Regressor","2.431e+04","7.976e+08","2.822e+04","-0.0565","0.7498","0.9647","0.239"
"huber","Huber Regressor","2.442e+04","7.987e+08","2.825e+04","-0.0587","0.7559","0.9909","0.038"
"lightgbm","Light Gradient Boosting Machine","2.475e+04","8.499e+08","2.913e+04","-0.1262","0.7634","0.9732","0.145"
"et","Extra Trees Regressor","2.498e+04","8.55e+08","2.923e+04","-0.1331","0.7643","0.9852","0.171"
"knn","K Neighbors Regressor","2.535e+04","9.036e+08","3.004e+04","-0.197","0.7729","0.9847","0.042"
"xgboost","Extreme Gradient Boosting","2.554e+04","9.404e+08","3.062e+04","-0.2443","0.7844","0.9735","0.057"
"par","Passive Aggressive Regressor","2.872e+04","1.246e+09","3.448e+04","-0.6367","0.84","1.143","0.033"
"dt","Decision Tree Regressor","3.229e+04","1.558e+09","3.944e+04","-1.069","1.018","1.154","0.034"



= = = = = Fish Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"gbr","Gradient Boosting Regressor","31.64","2426","45.71","0.9762","0.2735","0.1234","0.025"
"et","Extra Trees Regressor","32.29","2507","49.19","0.9714","0.2907","0.1291","0.047"
"dt","Decision Tree Regressor","43.39","4112","61.38","0.9584","0.3518","0.1836","0.012"
"rf","Random Forest Regressor","39.5","4133","59.41","0.9556","0.3013","0.1351","0.058"
"xgboost","Extreme Gradient Boosting","38.73","4550","60.11","0.9535","0.3141","0.147","0.02"
"ada","AdaBoost Regressor","48.59","6843","74.01","0.9359","0.6624","0.6654","0.028"
"lr","Linear Regression","71.24","1.11e+04","101.3","0.886","0.7911","1.327","0.014"
"lasso","Lasso Regression","70.61","1.117e+04","101.5","0.8835","0.7516","1.322","0.011"
"llar","Lasso Least Angle Regression","70.81","1.119e+04","101.6","0.8834","0.7643","1.327","0.014"
"ridge","Ridge Regression","72.64","1.15e+04","102.7","0.8797","0.7285","1.374","0.013"
"huber","Huber Regressor","67.73","1.592e+04","109.5","0.8788","0.6422","1.002","0.016"
"br","Bayesian Ridge","72.74","1.171e+04","103.6","0.8779","0.72","1.373","0.015"
"lightgbm","Light Gradient Boosting Machine","67.81","1.466e+04","107.3","0.8637","0.5151","0.3696","0.064"
"knn","K Neighbors Regressor","57.31","1.476e+04","104.8","0.8323","0.3129","0.1513","0.016"
"en","Elastic Net","94.4","1.595e+04","123","0.8216","0.9321","2.145","0.018"
"omp","Orthogonal Matching Pursuit","107.2","1.942e+04","136.5","0.7626","0.9477","1.969","0.012"
"dummy","Dummy Regressor","282.9","1.187e+05","335.7","-0.0963","1.487","5.202","0.012"
"par","Passive Aggressive Regressor","259.9","1.327e+05","339.7","-0.7944","0.9776","1.704","0.017"
"lar","Least Angle Regression","673.1","8.171e+05","874.1","-7.479","1.85","9.349","0.013"



= = = = = Salary Data Data - Simple Linear Regression = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ada","AdaBoost Regressor","6086","6.359e+07","6574","-0.0046","0.0972","0.0844","0.02"
"rf","Random Forest Regressor","6071","5.625e+07","6510","-0.1536","0.0975","0.0867","0.046"
"gbr","Gradient Boosting Regressor","7140","7.394e+07","7545","-0.3143","0.1131","0.1021","0.016"
"dt","Decision Tree Regressor","7358","8.601e+07","7821","-0.3698","0.1215","0.1054","0.006"
"xgboost","Extreme Gradient Boosting","7543","8.583e+07","7912","-0.3749","0.1267","0.1094","0.014"
"et","Extra Trees Regressor","6966","6.399e+07","7359","-0.5972","0.1146","0.1032","0.03"
"knn","K Neighbors Regressor","6215","6.275e+07","6597","-1.477","0.0969","0.0922","0.01"
"lr","Linear Regression","5957","5.623e+07","6295","-1.896","0.0996","0.0919","0.006"
"lar","Least Angle Regression","5957","5.623e+07","6295","-1.896","0.0996","0.0919","0.006"
"llar","Lasso Least Angle Regression","5957","5.622e+07","6295","-1.897","0.0996","0.0919","0.008"
"lasso","Lasso Regression","5957","5.623e+07","6295","-1.898","0.0996","0.0919","0.008"
"huber","Huber Regressor","6161","5.661e+07","6453","-2.146","0.1024","0.0956","0.007"
"ridge","Ridge Regression","5861","5.333e+07","6270","-2.157","0.1007","0.0927","0.008"
"br","Bayesian Ridge","6095","5.918e+07","6487","-2.423","0.1035","0.0953","0.008"
"en","Elastic Net","6378","6.045e+07","6914","-3.157","0.1109","0.102","0.007"
"omp","Orthogonal Matching Pursuit","7009","7.737e+07","7708","-4.365","0.1241","0.1129","0.007"
"par","Passive Aggressive Regressor","1.295e+04","3.271e+08","1.539e+04","-12.77","0.5647","0.2552","0.007"
"lightgbm","Light Gradient Boosting Machine","2.37e+04","7.245e+08","2.565e+04","-13.68","0.3575","0.3723","0.04"
"dummy","Dummy Regressor","2.37e+04","7.245e+08","2.565e+04","-13.68","0.3575","0.3723","0.006"



= = = = = 50 Startups = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","8439","1.52e+08","1.01e+04","0.8889","0.1706","0.1561","0.032"
"xgboost","Extreme Gradient Boosting","7917","1.19e+08","1.02e+04","0.858","0.1829","0.1224","0.027"
"br","Bayesian Ridge","7760","1.177e+08","9474","0.8562","0.1525","0.1384","0.01"
"en","Elastic Net","7874","1.184e+08","9538","0.8465","0.1529","0.1389","0.01"
"ridge","Ridge Regression","8100","1.225e+08","9725","0.8288","0.1535","0.1406","0.01"
"lr","Linear Regression","8153","1.235e+08","9772","0.8245","0.1537","0.141","1.835"
"lasso","Lasso Regression","8152","1.235e+08","9771","0.8245","0.1537","0.141","0.012"
"lar","Least Angle Regression","8153","1.235e+08","9772","0.8245","0.1537","0.141","0.01"
"llar","Lasso Least Angle Regression","8152","1.235e+08","9771","0.8245","0.1537","0.141","0.014"
"rf","Random Forest Regressor","9202","1.631e+08","1.088e+04","0.8107","0.1824","0.1712","0.042"
"gbr","Gradient Boosting Regressor","9241","1.745e+08","1.164e+04","0.7818","0.1914","0.179","0.018"
"ada","AdaBoost Regressor","1.015e+04","2.105e+08","1.276e+04","0.7789","0.2062","0.1919","0.024"
"dt","Decision Tree Regressor","9558","1.659e+08","1.229e+04","0.7459","0.1809","0.1388","0.012"
"knn","K Neighbors Regressor","1.457e+04","3.911e+08","1.642e+04","0.6241","0.2061","0.2142","0.015"
"huber","Huber Regressor","1.431e+04","2.634e+08","1.567e+04","0.4497","0.2361","0.1933","0.014"
"par","Passive Aggressive Regressor","1.861e+04","5.337e+08","2.062e+04","0.2323","0.2814","0.2415","0.011"
"omp","Orthogonal Matching Pursuit","2.148e+04","7.087e+08","2.372e+04","-0.1109","0.282","0.2926","0.011"
"lightgbm","Light Gradient Boosting Machine","2.926e+04","1.507e+09","3.489e+04","-0.3835","0.3813","0.4375","0.035"
"dummy","Dummy Regressor","2.926e+04","1.507e+09","3.489e+04","-0.3835","0.3813","0.4375","0.01"



= = = = = Air Quality Data in India (2017-2022) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","18.54","574.2","23.95","0.1784","0.4565","0.4493","0.037"
"et","Extra Trees Regressor","21.1","687.2","26.21","0.0164","0.5051","0.5228","0.381"
"par","Passive Aggressive Regressor","21.26","697","26.39","0.0024","0.5096","0.5291","0.05"
"huber","Huber Regressor","21.26","697","26.39","0.0024","0.5095","0.529","0.051"
"lightgbm","Light Gradient Boosting Machine","21.29","699.2","26.43","-0.0007","0.5102","0.5297","0.12"
"gbr","Gradient Boosting Regressor","21.29","699.3","26.43","-0.0008","0.5102","0.5298","0.205"
"xgboost","Extreme Gradient Boosting","21.28","699.3","26.43","-0.0008","0.5101","0.5293","0.054"
"br","Bayesian Ridge","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.024"
"lar","Least Angle Regression","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.024"
"en","Elastic Net","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.025"
"rf","Random Forest Regressor","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.532"
"dt","Decision Tree Regressor","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.033"
"ridge","Ridge Regression","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.028"
"omp","Orthogonal Matching Pursuit","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.03"
"llar","Lasso Least Angle Regression","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.024"
"lasso","Lasso Regression","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.025"
"lr","Linear Regression","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.635"
"dummy","Dummy Regressor","21.29","699.3","26.43","-0.0009","0.5103","0.5298","0.026"
"ada","AdaBoost Regressor","21.4","700.1","26.45","-0.002","0.5141","0.5404","0.131"



= = = = = Crop Recommendation Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lr","Linear Regression","13.86","483.5","21.89","0.8401","0.1841","0.1379","0.014"
"br","Bayesian Ridge","13.83","483.4","21.89","0.8401","0.1836","0.1375","0.013"
"ridge","Ridge Regression","13.82","484","21.91","0.8399","0.1839","0.1379","0.014"
"rf","Random Forest Regressor","13.93","512.4","22.56","0.8302","0.1873","0.1378","0.178"
"et","Extra Trees Regressor","13.98","527.6","22.85","0.8245","0.1917","0.1399","0.105"
"gbr","Gradient Boosting Regressor","14.88","537","23.09","0.8226","0.1967","0.1523","0.07"
"lightgbm","Light Gradient Boosting Machine","14.83","555.4","23.48","0.8163","0.209","0.1525","0.094"
"xgboost","Extreme Gradient Boosting","15.11","601.1","24.4","0.8007","0.2057","0.1511","0.044"
"huber","Huber Regressor","15.77","638.7","25.12","0.7911","0.2044","0.1552","0.02"
"knn","K Neighbors Regressor","17.62","770.7","27.69","0.7444","0.2553","0.1844","0.019"
"lasso","Lasso Regression","21.88","827.1","28.72","0.7275","0.3062","0.2777","0.013"
"llar","Lasso Least Angle Regression","21.88","827.1","28.72","0.7275","0.3062","0.2777","0.015"
